MMIN,MMAX,CACH,CHMIN,CHMAX,MYCT,class
0.060621,0.124124,low,0.057692,0.136364,0.03911,low
0.091934,0.124124,low,0.057692,0.272727,0.03911,low
0.123246,0.249249,low,0.019231,0.034091,0.03911,low
0.060621,0.124124,low,0.019231,0.215909,0.03911,low
0.060621,0.249249,low,0.019231,0.215909,0.03911,low
0.060621,0.249249,moderate,0.019231,0.215909,0.03911,low
0.029309,0.03028,low,0.019231,0.034091,0.045179,low
0.006012,0.01464,low,0.057692,0.056818,0.049225,low
0.060621,0.124124,low,0.019231,0.034091,0.050573,low
0.060621,0.124124,low,0.019231,0.034091,0.050573,low
0.060621,0.124124,low,0.019231,0.034091,0.050573,low
0.029309,0.124124,low,0.038462,0.045455,0.054619,low
0.029309,0.124124,low,0.038462,0.034091,0.055968,low
0.029309,0.124124,low,0.038462,0.034091,0.055968,low
0.029309,0.124124,low,0.057692,0.034091,0.055968,low
0.060621,0.061562,low,0.057692,0.045455,0.059339,low
0.006012,0.03028,low,0.057692,0.056818,0.059339,low
0.029309,0.061562,low,0.057692,0.136364,0.059339,low
0.060621,0.061562,low,0.057692,0.107955,0.059339,low
0.060621,0.092843,low,0.115385,0.090909,0.059339,low
0.060621,0.124124,low,0.076923,0.079545,0.059339,low
0.029309,0.061562,low,0.019231,0.011364,0.062711,low
0.029309,0.186687,low,0.019231,0.011364,0.062711,low
0.095065,0.095971,low,0.115385,0.363636,0.062711,low
0.154559,0.077202,moderate,0.153846,0.363636,0.062711,low
0.029309,0.01464,low,0.019231,0.022727,0.064059,low
0.060621,0.061562,low,0.019231,0.028409,0.066082,low
0.014028,0.092843,low,0.019231,0.034091,0.066082,low
0.060621,0.124124,low,0.019231,0.017045,0.066082,low
0.060621,0.124124,low,0.096154,0.159091,0.066757,low
0.029309,0.124124,low,0.019231,0.045455,0.072151,low
0.014028,0.01464,low,0.153846,0.113636,0.072825,low
0.060621,0.124124,low,0.038462,0.079545,0.072825,low
0.006012,0.092843,high,0.307692,0.727273,0.072825,low
0.029309,0.186687,low,0.057692,0.068182,0.07822,low
0.029309,0.124124,low,0.057692,0.068182,0.07822,low
0.060621,0.061562,low,0.019231,0.113636,0.08294,low
0.060621,0.061562,low,0.057692,0.034091,0.08294,low
0.060621,0.061562,low,0.019231,0.113636,0.08294,low
0.060621,0.061562,low,0.076923,0.045455,0.08294,low
0.060621,0.124124,low,0.019231,0.306818,0.08294,low
0.060621,0.499499,low,0.019231,0.113636,0.08294,low
0.029309,0.249249,low,0.019231,0.017045,0.08294,low
0.060621,0.499499,low,0.019231,0.306818,0.08294,low
0.060621,0.499499,low,0.019231,0.306818,0.08294,low
0.014028,0.077202,low,0.134615,0.181818,0.084963,low
0.044965,0.097535,low,0.096154,0.181818,0.084963,low
0.029309,0.03028,low,0.096154,0.090909,0.084963,low
0.095065,0.095971,low,0.096154,0.113636,0.084963,low
0.070015,0.095971,low,0.115385,0.363636,0.084963,low
0.014028,0.061562,low,0.153846,0.727273,0.089683,low
0.014028,0.061562,low,0.019231,0.028409,0.096426,low
0.014028,0.03028,low,0.057692,0.045455,0.096426,low
0.029309,0.061562,low,0.019231,0.079545,0.096426,low
0.029309,0.124124,low,0.019231,0.079545,0.096426,low
0.060621,0.124124,low,0.019231,0.073864,0.096426,low
0.014404,0.03028,low,0.076923,0.085227,0.101146,low
0.006012,0.03028,low,0.057692,0.136364,0.106541,low
0.0062,0.061562,low,0.019231,0.017045,0.109912,low
0.014028,0.061562,low,0.019231,0.017045,0.109912,low
0.0062,0.061562,low,0.019231,0.017045,0.109912,low
0.014028,0.061562,low,0.019231,0.017045,0.109912,low
0.060621,0.124124,low,0.019231,0.034091,0.109912,low
0.060621,0.249249,low,0.019231,0.034091,0.109912,low
0.022044,0.186687,low,0.019231,0.176136,0.109912,low
0.060621,0.249249,low,0.019231,0.034091,0.113284,low
0.029309,0.03028,low,0.019231,0.011364,0.123399,low
0.029309,0.061562,low,0.019231,0.022727,0.123399,low
0.014028,0.249249,low,0.076923,0.181818,0.123399,low
0.029309,0.124124,low,0.019231,0.011364,0.123399,low
0.060621,0.124124,low,0.019231,0.028409,0.123399,low
0.014028,0.124124,low,0.019231,0.045455,0.123399,low
0.029309,0.03028,low,0.019231,0.028409,0.125421,low
0.029309,0.124124,low,0.019231,0.011364,0.136885,low
0.029309,0.061562,low,0.057692,0.034091,0.140256,low
0.060621,0.061562,low,0.057692,0.034091,0.140256,low
0.060621,0.061562,low,0.057692,0.034091,0.140256,low
0.014028,0.01464,low,0.019231,0.017045,0.150371,low
0.014028,0.03028,low,0.019231,0.028409,0.150371,low
0.014028,0.061562,low,0.019231,0.039773,0.157114,low
0.014028,0.061562,low,0.076923,0.039773,0.157114,low
0.029309,0.249249,low,0.019231,0.045455,0.157114,low
0.022044,0.045921,low,0.115385,0.136364,0.190829,low
0.004008,0.011011,low,0.115385,0.136364,0.190829,low
0.029309,0.061562,low,0.057692,0.363636,0.190829,low
0.029309,0.249249,low,0.038462,0.636364,0.190829,low
0.022044,0.045921,low,0.115385,0.136364,0.190829,low
0.022044,0.069382,low,0.019231,0.136364,0.190829,low
0.022044,0.186687,low,0.115385,0.136364,0.190829,low
0.01002,0.186687,low,0.019231,0.136364,0.190829,low
0.002004,0.092843,low,0.019231,0.068182,0.204316,low
0.006012,0.045921,low,0.019231,0.017045,0.204316,low
0.006012,0.077202,low,0.019231,0.034091,0.204316,low
0.006012,0.092843,low,0.019231,0.034091,0.204316,low
0.014028,0.124124,low,0.019231,0.028409,0.204316,low
0.014028,0.03028,low,0.019231,0.017045,0.204316,low
0.014028,0.077202,low,0.019231,0.028409,0.204316,low
0.029309,0.045921,low,0.038462,0.022727,0.211059,low
0.029309,0.03028,low,0.019231,0.011364,0.211059,low
0.029309,0.061562,low,0.057692,0.034091,0.211059,low
0,0,low,0.019231,0.022727,0.224545,low
0.060621,0.061562,low,0.019231,0.005682,0.25826,low
0.123246,0.124124,low,0.019231,0.005682,0.25826,low
0.029309,0.045921,low,0.019231,0.011364,0.25826,low
0.014028,0.053741,low,0.019231,0.034091,0.25826,low
0.001002,0.007007,low,0.019231,0.005682,0.312205,low
0.029309,0.061562,low,0,0,0.312205,low
0.014028,0.124124,low,0,0,0.312205,low
0.022044,0.03028,low,0.019231,0.005682,0.393122,low
0.01002,0.124124,low,0.019231,0.005682,0.460553,low
0.006012,0.03028,low,0.019231,0.005682,0.460553,low
0.006012,0.124124,low,0.019231,0.022727,0.527984,low
0.006012,0.124124,low,0.019231,0.022727,0.527984,low
0.006012,0.124124,low,0.019231,0.022727,0.527984,low
0.006012,0.124124,low,0.019231,0.022727,0.527984,low
0.022044,0.03028,low,0,0,0.527984,low
0.006012,0.124124,low,0.019231,0.022727,0.527984,low
0.014028,0.007007,low,0.019231,0.005682,0.534727,low
0.029309,0.077202,low,0.019231,0.005682,0.534727,low
0.029309,0.01464,low,0.019231,0.011364,0.595415,low
0.014028,0.01464,low,0.019231,0.011364,0.595415,low
0.029309,0.061562,low,0.019231,0.011364,0.595415,low
0.029309,0.061562,low,0.019231,0.011364,0.595415,low
0.060621,0.061562,low,0.057692,0.034091,0.595415,low
0.014028,0.02246,low,0.019231,0.005682,0.730276,low
0.022044,0.03028,low,0.019231,0.005682,0.730276,low
0.022044,0.01464,low,0,0,1,low
0.022044,0.03028,low,0,0,1,low
0.498998,0.499499,low,0.307692,0.181818,0.004046,moderate
0.498998,1,low,0.307692,0.181818,0.004046,moderate
0.248497,0.499499,moderate,0.461538,0.181818,0.006069,moderate
0.498998,0.499499,low,0.307692,0.136364,0.006069,moderate
0.498998,0.499499,low,0.153846,0.136364,0.006069,moderate
0.498998,0.499499,high,0.307692,0.136364,0.008766,moderate
0.498998,0.499499,moderate,0.307692,0.181818,0.01416,moderate
0.123246,0.499499,moderate,1,0.590909,0.022252,moderate
1,1,moderate,0.615385,0.363636,0.004046,high
0.248497,1,moderate,0.230769,1,0.008766,high
0.248497,1,moderate,0.230769,1,0.008766,high
